Customer_ID,Region,Brand,Product,SKU,Product_Size,Lead_Source,Call_Count,Call_Outcome,Units_Sold,Unit_Price_INR,Vendor,Vendor_Cost_INR,Operational_Cost_INR,Revenue_INR,Total_Product_Cost_INR,Estimated_Profit_INR
CUST10089,Andhra Pradesh,Hovet,Herbal Infection Control,HO-HER-11000,1L,Field Agent,2,Converted,7,403,Vendor_B,429,130,2821,3003,-312
CUST10090,Karnataka,Hovet,Poultry Immunity Booster,HO-POU-11000,1L,Distributor,4,Interested,15,696,Vendor_B,717,260,10440,10755,-575
CUST10091,Haryana,Hovet,Dairy Calcium Tonic,HO-DAI-250,250ml,Website,6,Not Interested,2,666,Vendor_B,469,133,1332,938,261
CUST10092,Punjab,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Field Agent,5,Follow-up Required,20,552,Vendor_A,160,116,11040,3200,7724
CUST10093,Haryana,Agrihomeo,Crop Booster,AG-CRO-500,500ml,Farmer Call,4,Interested,13,396,Vendor_A,165,155,5148,2145,2848
CUST10094,Maharashtra,Hovet,Livestock Mineral Mix,HO-LIV-250,250ml,Farmer Call,5,Converted,17,272,Vendor_A,681,134,4624,11577,-7087
CUST10095,Telangana,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Farmer Call,1,Interested,19,1028,Vendor_A,710,253,19532,13490,5789
CUST10096,Kerala,Hovet,Animal Digestive Aid,HO-ANI-100,100ml,Field Agent,4,Not Interested,9,384,Vendor_D,375,183,3456,3375,-102
CUST10097,Kerala,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Field Agent,6,Interested,19,1082,Vendor_A,329,213,20558,6251,14094
CUST10098,Kerala,Agrihomeo,Crop Booster,AG-CRO-250,250ml,Field Agent,3,Converted,2,891,Vendor_C,88,98,1782,176,1508
CUST10099,Tamil Nadu,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Farmer Call,3,Follow-up Required,7,762,Vendor_D,653,59,5334,4571,704
CUST10100,Maharashtra,Agrihomeo,Root Growth Enhancer,AG-ROO-500,500ml,Referral,3,Converted,7,1028,Vendor_D,589,100,7196,4123,2973
CUST10101,Tamil Nadu,Hovet,Udder Health Support,HO-UDD-250,250ml,Farmer Call,4,Interested,17,651,Vendor_B,244,162,11067,4148,6757
CUST10102,Punjab,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Referral,2,Interested,20,806,Vendor_D,281,258,16120,5620,10242
CUST10103,Andhra Pradesh,Hovet,Dairy Fertility Support,HO-DAI-100,100ml,Distributor,6,Interested,13,870,Vendor_A,227,238,11310,2951,8121
CUST10104,Karnataka,Agrihomeo,Root Growth Enhancer,AG-ROO-500,500ml,Farmer Call,4,Follow-up Required,4,745,Vendor_B,779,228,2980,3116,-364
CUST10105,Tamil Nadu,Agrihomeo,Crop Booster,AG-CRO-250,250ml,Field Agent,6,Interested,3,1125,Vendor_B,226,232,3375,678,2465
CUST10106,Tamil Nadu,Hovet,Veterinary Liver Tonic,HO-VET-250,250ml,Referral,6,Interested,6,402,Vendor_D,197,290,2412,1182,940
CUST10107,Haryana,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Farmer Call,1,Follow-up Required,19,1091,Vendor_B,166,214,20729,3154,17361
CUST10108,Andhra Pradesh,Hovet,Livestock Mineral Mix,HO-LIV-500,500ml,Field Agent,6,Not Interested,1,151,Vendor_D,794,100,151,794,-743
CUST10109,Kerala,Hovet,Dairy Fertility Support,HO-DAI-11000,1L,Farmer Call,4,Not Interested,11,677,Vendor_D,358,281,7447,3938,3228
CUST10110,Maharashtra,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Field Agent,5,Follow-up Required,19,517,Vendor_D,466,166,9823,8854,803
CUST10111,Tamil Nadu,Hovet,Dairy Fertility Support,HO-DAI-11000,1L,Referral,1,Converted,14,795,Vendor_D,411,105,11130,5754,5271
CUST10112,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-250,250ml,Distributor,4,Interested,7,729,Vendor_A,429,171,5103,3003,1929
CUST10113,Haryana,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Website,5,Follow-up Required,1,918,Vendor_D,745,100,918,745,73
CUST10114,Kerala,Hovet,Veterinary Liver Tonic,HO-VET-500,500ml,Distributor,6,Converted,3,600,Vendor_D,287,274,1800,861,665
CUST10115,Kerala,Agrihomeo,Crop Booster,AG-CRO-100,100ml,Website,6,Interested,9,821,Vendor_A,751,73,7389,6759,557
CUST10116,Telangana,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Website,3,Converted,10,763,Vendor_D,743,227,7630,7430,-27
CUST10117,Maharashtra,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Referral,1,Interested,4,263,Vendor_D,629,184,1052,2516,-1648
CUST10118,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-250,250ml,Website,3,Interested,3,446,Vendor_A,587,53,1338,1761,-476
CUST10119,Haryana,Hovet,Animal Digestive Aid,HO-ANI-250,250ml,Referral,1,Not Interested,2,731,Vendor_B,403,243,1462,806,413
CUST10120,Tamil Nadu,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Farmer Call,5,Interested,19,669,Vendor_C,236,147,12711,4484,8080
CUST10121,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Website,1,Interested,16,906,Vendor_B,90,88,14496,1440,12968
CUST10122,Tamil Nadu,Agrihomeo,Crop Booster,AG-CRO-250,250ml,Website,6,Interested,18,607,Vendor_C,683,51,10926,12294,-1419
CUST10123,Telangana,Agrihomeo,Natural Pest Control,AG-NAT-500,500ml,Referral,1,Not Interested,19,765,Vendor_C,175,64,14535,3325,11146
CUST10124,Tamil Nadu,Hovet,Poultry Immunity Booster,HO-POU-100,100ml,Referral,2,Converted,18,490,Vendor_C,181,223,8820,3258,5339
CUST10125,Kerala,Agrihomeo,Plant Immunity Mix,AG-PLA-250,250ml,Website,2,Converted,11,198,Vendor_B,616,71,2178,6776,-4669
CUST10126,Telangana,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Website,3,Converted,3,223,Vendor_B,156,222,669,468,-21
CUST10127,Punjab,Agrihomeo,Root Growth Enhancer,AG-ROO-11000,1L,Farmer Call,6,Follow-up Required,7,1118,Vendor_D,401,86,7826,2807,4933
CUST10128,Andhra Pradesh,Hovet,Poultry Immunity Booster,HO-POU-11000,1L,Farmer Call,4,Not Interested,2,658,Vendor_A,400,184,1316,800,332
CUST10129,Karnataka,Agrihomeo,Plant Immunity Mix,AG-PLA-11000,1L,Website,5,Converted,18,928,Vendor_D,228,91,16704,4104,12509
CUST10130,Haryana,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Farmer Call,2,Follow-up Required,12,242,Vendor_C,614,239,2904,7368,-4703
CUST10131,Maharashtra,Hovet,Herbal Infection Control,HO-HER-250,250ml,Field Agent,5,Interested,16,763,Vendor_B,499,97,12208,7984,4127
CUST10132,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-100,100ml,Field Agent,5,Not Interested,16,1153,Vendor_B,620,139,18448,9920,8389
CUST10133,Telangana,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Referral,1,Interested,6,888,Vendor_D,272,211,5328,1632,3485
CUST10134,Haryana,Agrihomeo,Natural Pest Control,AG-NAT-100,100ml,Farmer Call,6,Converted,16,935,Vendor_B,423,103,14960,6768,8089
CUST10135,Maharashtra,Hovet,Dairy Calcium Tonic,HO-DAI-250,250ml,Website,1,Follow-up Required,15,1075,Vendor_D,522,87,16125,7830,8208
CUST10136,Haryana,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Referral,6,Interested,13,1013,Vendor_C,321,94,13169,4173,8902
CUST10137,Maharashtra,Hovet,Poultry Immunity Booster,HO-POU-250,250ml,Field Agent,4,Not Interested,2,1047,Vendor_B,799,257,2094,1598,239
CUST10138,Tamil Nadu,Hovet,Udder Health Support,HO-UDD-250,250ml,Website,5,Not Interested,10,914,Vendor_A,520,232,9140,5200,3708
CUST10139,Kerala,Agrihomeo,Root Growth Enhancer,AG-ROO-100,100ml,Distributor,5,Interested,11,574,Vendor_C,557,192,6314,6127,-5
CUST10140,Karnataka,Hovet,Dairy Calcium Tonic,HO-DAI-11000,1L,Referral,2,Not Interested,4,1172,Vendor_D,686,97,4688,2744,1847
CUST10141,Andhra Pradesh,Hovet,Veterinary Liver Tonic,HO-VET-11000,1L,Referral,1,Not Interested,18,559,Vendor_C,246,110,10062,4428,5524
CUST10142,Punjab,Hovet,Poultry Growth Enhancer,HO-POU-250,250ml,Field Agent,5,Not Interested,11,558,Vendor_D,238,183,6138,2618,3337
CUST10143,Punjab,Hovet,Livestock Mineral Mix,HO-LIV-11000,1L,Distributor,1,Follow-up Required,20,306,Vendor_A,345,185,6120,6900,-965
CUST10144,Andhra Pradesh,Hovet,Animal Stress Relief,HO-ANI-500,500ml,Website,1,Follow-up Required,15,908,Vendor_B,131,53,13620,1965,11602
CUST10145,Kerala,Agrihomeo,Plant Immunity Mix,AG-PLA-100,100ml,Field Agent,6,Not Interested,8,290,Vendor_A,774,145,2320,6192,-4017
CUST10146,Punjab,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Distributor,1,Interested,5,781,Vendor_B,230,82,3905,1150,2673
CUST10147,Telangana,Hovet,Poultry Immunity Booster,HO-POU-100,100ml,Distributor,3,Converted,7,1161,Vendor_B,385,216,8127,2695,5216
CUST10148,Kerala,Hovet,Veterinary Liver Tonic,HO-VET-500,500ml,Farmer Call,3,Converted,5,1005,Vendor_C,591,200,5025,2955,1870
CUST10149,Maharashtra,Agrihomeo,Natural Pest Control,AG-NAT-100,100ml,Field Agent,4,Interested,14,886,Vendor_A,632,136,12404,8848,3420
CUST10150,Kerala,Agrihomeo,Crop Booster,AG-CRO-500,500ml,Distributor,4,Converted,14,568,Vendor_D,438,111,7952,6132,1709
CUST10151,Kerala,Hovet,Dairy Fertility Support,HO-DAI-250,250ml,Field Agent,2,Converted,16,1152,Vendor_C,570,165,18432,9120,9147
CUST10152,Maharashtra,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Field Agent,5,Not Interested,14,769,Vendor_B,568,91,10766,7952,2723
CUST10153,Haryana,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Farmer Call,1,Not Interested,15,280,Vendor_D,601,185,4200,9015,-5000
CUST10154,Punjab,Hovet,Poultry Growth Enhancer,HO-POU-500,500ml,Distributor,3,Interested,18,607,Vendor_C,487,231,10926,8766,1929
CUST10155,Maharashtra,Hovet,Livestock Mineral Mix,HO-LIV-100,100ml,Farmer Call,2,Follow-up Required,4,878,Vendor_C,190,72,3512,760,2680
CUST10156,Punjab,Hovet,Animal Stress Relief,HO-ANI-250,250ml,Field Agent,3,Interested,13,182,Vendor_B,249,155,2366,3237,-1026
CUST10157,Andhra Pradesh,Hovet,Udder Health Support,HO-UDD-11000,1L,Website,6,Converted,17,967,Vendor_C,707,179,16439,12019,4241
CUST10158,Haryana,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Distributor,5,Interested,1,552,Vendor_C,471,295,552,471,-214
CUST10159,Kerala,Agrihomeo,Plant Immunity Mix,AG-PLA-500,500ml,Farmer Call,1,Interested,7,448,Vendor_A,705,289,3136,4935,-2088
CUST10160,Haryana,Hovet,Dairy Calcium Tonic,HO-DAI-500,500ml,Distributor,3,Converted,2,1003,Vendor_D,423,171,2006,846,989
CUST10161,Punjab,Hovet,Poultry Immunity Booster,HO-POU-500,500ml,Referral,6,Follow-up Required,7,187,Vendor_C,208,60,1309,1456,-207
CUST10162,Andhra Pradesh,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Website,2,Interested,18,515,Vendor_A,265,215,9270,4770,4285
CUST10163,Telangana,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Website,6,Converted,8,796,Vendor_C,470,184,6368,3760,2424
CUST10164,Telangana,Agrihomeo,Natural Pest Control,AG-NAT-250,250ml,Referral,6,Converted,8,163,Vendor_C,84,173,1304,672,459
CUST10165,Telangana,Agrihomeo,Root Growth Enhancer,AG-ROO-250,250ml,Distributor,6,Not Interested,6,931,Vendor_B,421,239,5586,2526,2821
CUST10166,Maharashtra,Agrihomeo,Soil Health Tonic,AG-SOI-11000,1L,Referral,2,Not Interested,4,1185,Vendor_C,264,298,4740,1056,3386
CUST10167,Maharashtra,Hovet,Dairy Fertility Support,HO-DAI-100,100ml,Website,3,Follow-up Required,3,294,Vendor_C,163,136,882,489,257
CUST10168,Haryana,Agrihomeo,Crop Booster,AG-CRO-11000,1L,Distributor,5,Not Interested,19,974,Vendor_A,398,197,18506,7562,10747
CUST10169,Kerala,Hovet,Udder Health Support,HO-UDD-500,500ml,Website,4,Follow-up Required,7,453,Vendor_C,633,254,3171,4431,-1514
CUST10170,Kerala,Hovet,Poultry Growth Enhancer,HO-POU-100,100ml,Farmer Call,2,Follow-up Required,8,520,Vendor_A,572,86,4160,4576,-502
CUST10171,Andhra Pradesh,Hovet,Livestock Mineral Mix,HO-LIV-250,250ml,Farmer Call,6,Not Interested,11,533,Vendor_A,190,276,5863,2090,3497
CUST10172,Haryana,Agrihomeo,Soil Health Tonic,AG-SOI-500,500ml,Referral,1,Converted,8,187,Vendor_D,768,258,1496,6144,-4906
CUST10173,Haryana,Hovet,Poultry Growth Enhancer,HO-POU-11000,1L,Distributor,5,Interested,7,441,Vendor_C,240,199,3087,1680,1208
CUST10174,Kerala,Agrihomeo,Natural Pest Control,AG-NAT-11000,1L,Website,6,Not Interested,7,990,Vendor_D,657,154,6930,4599,2177
